Date,Satellite Latitude,Satellite Longitude,Satellite NO2,Ground Latitude,Ground Longitude,Station Name,City,Ground NO2,Ground PM2.5,Ground PM10,Ground NO,Ground SO2,Ground CO,NDVI,Population Density,Distance (km)
12-06-2024,27.159649,78.02996,1.6283147e-05,27.1746,78.042,Shahjahan Garden  Agra - UPPCB ,Agra,15.01,26.16,113.1,5.5,25.73,0.43,0.06267247,5,2.041664613698397
12-06-2024,27.1694,78.067154,1.685322e-05,27.1746,78.042,Shahjahan Garden  Agra - UPPCB ,Agra,15.01,26.16,113.1,5.5,25.73,0.43,0.18807805,5,2.558571409745809
12-06-2024,27.18901,77.94142,1.6565727e-05,27.2038,77.9377,Rohta  Agra - UPPCB ,Agra,4.4,20.86,41.18,3.78,4.49,0.2,0.1269127,6,1.679767230608083
12-06-2024,27.19474,73.73268,1.232405e-05,27.1995,73.7415,Karni Colony  Nagaur - RSPCB ,Nagaur,8.39,29.65,123.27,2.29,5.34,0.27,0.098260604,4,1.0207289687614498
12-06-2024,27.198885,77.9788,1.5253715e-05,27.213,77.9622,Sector-3B Avas Vikas Colony  Agra - UPPCB ,Agra,34.38,14.76,66.1,8.3,12.04,0.26,0.052992973,6,2.269578238344736
12-06-2024,27.223211,77.48208,1.2620308e-05,27.2176,77.4901,Krishna Nagar  Bharatpur - RSPCB ,Bharatpur,23.72,49.78,100.59,5.05,1.94,0.79,0.14591597,5,1.0088285691219578
12-06-2024,27.254492,84.150055,1.0300216e-05,27.2502,84.1356,Forest Rest House  Manguraha - BSPCB ,Manguraha,12.64,32.88,107.04,0.12,2.72,0.92,0.1554828,5,1.5084466839047048
12-06-2024,27.557404,76.60998,1.9742049e-05,27.553,76.6354,Moti Doongri  Alwar - RSPCB ,Alwar,25.41,41.71,88.65,11.36,24.59,0.75,0.12889348,5,2.557542475619238
12-06-2024,28.026758,73.33062,9.419495e-06,28.0229,73.3119,MM Ground  Bikaner - RSPCB ,Bikaner,23.05,25.11,174.54,0.49,2.41,0.34,0.12311436,5,1.8899073453177784
12-06-2024,28.144093,75.39368,1.4456945e-05,28.1306,75.396,Indra Nagar  Jhunjhunu - RSPCB ,Jhunjhunu,12.02,32.77,147.74,1.29,2.49,0.31,0.074272096,5,1.51258554529244
12-06-2024,28.201431,76.8141,1.7440705e-05,28.2096,76.8409,Vasundhara Nagar_UIT  Bhiwadi - RSPCB ,Bhiwadi,42.07,43.51,232.33,6.02,5.63,0.45,0.13650498,5,2.782475424481074
12-06-2024,28.212786,76.853966,2.3548173e-05,28.2096,76.8409,Vasundhara Nagar_UIT  Bhiwadi - RSPCB ,Bhiwadi,42.07,43.51,232.33,6.02,5.63,0.45,0.08675264,5,1.3303906112698078
12-06-2024,28.273016,76.8792,1.675981e-05,28.2833,76.8819,Sector-2 IMT  Manesar - HSPCB ,Manesar,17.18,55.13,90.96,9.96,7.9,0.54,0.11317704,6,1.1700917214637985
12-06-2024,28.294106,77.33747,2.1785474e-05,28.3005,77.3163,New Industrial Town  Faridabad - HSPCB ,Faridabad,8.84,124.48,276.71,9.14,12.1,0.5,0.19946255,5,2.194152093895792
12-06-2024,28.321941,76.86467,1.6680096e-05,28.3093,76.868,Municipal Corporation Office  Dharuhera -  HSPCB ,Dharuhera,58.63,50.58,82.45,51.41,7.05,0.46,0.11734694,5,1.4384965057344692
12-06-2024,28.343098,77.323166,2.2806336e-05,28.351,77.2995,Sector- 16A  Faridabad - HSPCB ,Faridabad,4.79,43.68,,30.43,18.9,1.91,0.08936519,5,2.4800923087673725
12-06-2024,28.384619,79.42873,1.7523706e-05,28.3796,79.4248,Rajendra Nagar  Bareilly - UPPCB ,Bareilly,1.76,16.01,73.09,14.44,17.45,0.42,0.05091804,6,0.6765851416518857
12-06-2024,28.39209,77.30885,2.6191728e-05,28.3850947,77.3223825,Sector-12  Karnal - HSPCB ,Karnal,8.02,52.02,113.26,8.63,10.01,0.63,0.08097566,6,1.5362409138083604
12-06-2024,28.402487,77.347275,2.6431926e-05,28.408,77.3195,Sector 11  Faridabad - HSPCB ,Faridabad,25.05,118.34,214.71,20.07,12.14,0.83,0.12695402,6,2.78944767680323
12-06-2024,28.426146,77.047264,2.1115464e-05,28.4209,77.0653,Teri Gram  Gurugram - HSPCB ,Gurugram,37.53,68.86,138.12,4.68,3.24,0.73,0.14352006,6,1.8602571691326864
12-06-2024,28.436972,77.08634,2.2311697e-05,28.4307,77.0725,Sector-51  Gurugram - HSPCB ,Gurugram,18.57,82.14,268.12,15.66,2.6,1.28,0.14756736,6,1.5236350175067963
12-06-2024,28.453485,77.537994,5.020799e-05,28.4512,77.5353,Knowledge Park - V  Greater Noida - UPPCB ,Greater Noida,32.85,72.14,337.26,4.19,11.09,1.1,0.08350275,5,0.3657301917091431
12-06-2024,28.458406,77.16418,2.3675599e-05,28.4728,77.1571,Aya Nagar  Delhi - IMD ,Delhi,11.39,47.5,171.21,22.94,,2.01,0.23912057,6,1.7394213763791508
12-06-2024,28.475084,77.03283,1.8082967e-05,28.4639,77.0317,Vikas Sadan  Gurugram - HSPCB ,Gurugram,11.34,128.78,,22.47,47.25,1.97,0.14202525,6,1.2444201676909674
12-06-2024,28.545664,77.096504,2.3255254e-05,28.5561,77.1006,IGI Airport (T3)  Delhi - IMD ,Delhi,33.86,46.45,151.83,33.51,,0.98,0.17812917,6,1.22408913308619
12-06-2024,28.559734,77.342674,3.5118886e-05,28.5747,77.3455,Sector-116  Noida - UPPCB ,Noida,61.87,55.68,277.6,1.4,11.49,1.43,0.18044078,6,1.6815503933513642
12-06-2024,28.559742,76.39888,1.1425135e-05,28.5515,76.3911,Mini Secretariat  Charkhi Dadri - HSPCB ,Charkhi Dadri,14.53,133.53,177.7,5.51,10.72,0.91,0.12874296,5,1.1890990781699753
12-06-2024,28.566969,77.1742,2.4241657e-05,28.5542,77.1714,R K Puram  Delhi - DPCC ,Delhi,71.99,69.25,218.17,53.25,9.23,1.41,0.12612416,6,1.441446365400472
12-06-2024,28.573042,77.00389,1.9837335e-05,28.5604,77.0214,NSIT Dwarka  Delhi - CPCB ,Delhi,29.19,65.95,184.65,13.28,15.31,1.52,0.18809524,6,2.213187197902962
12-06-2024,28.577517,77.21289,2.5652746e-05,28.5702,77.2161,Sirifort  Delhi - CPCB ,Delhi,38.83,58.65,247.88,40.32,38.78,1.23,0.1312211,6,0.8696225944183624
12-06-2024,28.583878,77.04302,1.986738e-05,28.5837,77.0277,Dwarka-Sector 8  Delhi - DPCC  ,Delhi,49.68,59.54,285.08,40.4,24.39,2.27,0.06827059,6,1.498834480410717
12-06-2024,28.59464,77.08205,1.9436467e-05,28.5961,77.0552,Najafgarh  Delhi - DPCC ,Delhi,15.04,38.93,176.07,4.55,12.6,0.76,0.10201684,6,2.6313382397977945
12-06-2024,28.626501,77.19848,2.7069305e-05,28.6149,77.201,Pusa  Delhi - DPCC ,Delhi,77.83,41.88,268.21,31.23,11.92,0.98,0.20922709,6,1.3091377462469538
12-06-2024,28.636982,77.23708,2.852365e-05,28.6249,77.231,ITO  Delhi - CPCB ,Delhi,49.43,69.77,111.44,8.37,9.84,1.24,0.13163942,6,1.4650920881692164
12-06-2024,28.647396,77.2756,2.6083686e-05,28.6501,77.2992,Anand Vihar  Delhi - DPCC ,Delhi,72.14,76.93,316.18,64.51,10.54,5.28,0.047248624,6,2.326670234621375
12-06-2024,28.657742,77.314,2.8484434e-05,28.6661,77.3089,Vivek Vihar  Delhi - DPCC ,Delhi,54.24,64.46,268.32,36.33,14.91,1.97,0.14967974,6,1.0519579692933676
12-06-2024,28.664867,77.14532,2.434431e-05,28.6493,77.1425,Shadipur  Delhi - CPCB ,Delhi,119.46,198.83,341.58,56.44,17.01,0.97,0.08686241,6,1.7471788353350814
12-06-2024,28.66802,77.352325,3.0521194e-05,28.6627,77.3733,Vasundhara  Ghaziabad - UPPCB ,Ghaziabad,49.06,37.33,168.15,27.33,17.89,1.12,0.08994132,6,2.133423806934472
12-06-2024,28.678234,77.39055,2.8005767e-05,28.6627,77.3733,Vasundhara  Ghaziabad - UPPCB ,Ghaziabad,49.06,37.33,168.15,27.33,17.89,1.12,0.13576083,6,2.409783214670808
12-06-2024,28.688383,77.42869,2.3385233e-05,28.6775,77.4391,Sanjay Nagar  Ghaziabad - UPPCB ,Ghaziabad,74.21,51.02,199.9,51.49,20.22,1.08,0.08870377,6,1.5779685147068812
12-06-2024,28.692528,77.05312,1.6300735e-05,28.6967,77.063,Mundka  Delhi - DPCC ,Delhi,64.21,97.38,344.78,36.13,33.57,1.04,0.04617076,6,1.0705208381237523
12-06-2024,28.696321,77.26119,2.6324331e-05,28.6941,77.2844,IHBAS  Dilshad Garden  Delhi - CPCB ,Delhi,22.45,96.87,163.67,39.72,20.33,1.68,0.02442106,6,2.281477530598114
12-06-2024,28.703226,77.09208,1.9436206e-05,28.7025,77.1046,Alipur  Delhi - DPCC ,Delhi,26.1,72.08,281.71,12.15,23.58,1.14,0.10467626,6,1.2260507935934506
12-06-2024,28.706669,77.29962,2.422451e-05,28.6941,77.2844,IHBAS  Dilshad Garden  Delhi - CPCB ,Delhi,22.45,96.87,163.67,39.72,20.33,1.68,0.042207994,6,2.037776236783277
12-06-2024,28.713852,77.13092,2.0885598e-05,28.7082,77.138,Rohini  Delhi - DPCC ,Delhi,67.83,68.41,274.49,36.68,26.76,0.96,0.12023248,6,0.933249242766476
12-06-2024,28.72441,77.16966,2.3019868e-05,28.7254,77.1795,Burari Crossing  Delhi - IMD ,Delhi,8.74,61.71,243.11,13.67,,1.25,0.099806376,6,0.9675679327032428
12-06-2024,28.727924,77.78238,1.5739735e-05,28.7428,77.7632,Anand Vihar  Hapur - UPPCB ,Hapur,64.65,44.86,157.62,7.99,20.39,1.12,0.21631186,6,2.495746526908322
12-06-2024,28.755669,77.28529,1.8702976e-05,28.7488,77.2974,Loni  Ghaziabad - UPPCB ,Ghaziabad,48.93,68.89,295.13,28.61,24.98,1.77,0.074531846,6,1.406616391654292
12-06-2024,28.780413,75.54058,2.1403413e-05,28.7833,75.5562,H.B. Colony  Bhiwani - HSPCB ,Bhiwani,6.94,52.57,108.92,6.53,6.3,1.04,0.11678414,4,1.5583829312019934
12-06-2024,28.801142,77.06313,2.2059226e-05,28.7866,77.0707,Narela  Delhi - DPCC ,Delhi,53.3,91.55,282.26,12.17,36.67,0.94,0.1753836,6,1.7730994167860772
12-06-2024,28.886393,76.609436,1.7902541e-05,28.899,76.6041,MD University  Rohtak - HSPCB ,Rohtak,40.79,100.9,,20.24,5.36,0.94,0.12614909,5,1.4910708286660224
12-06-2024,28.89905,77.03412,1.7255716e-05,28.9105,77.0156,Murthal  Sonipat - HSPCB ,Sonipat,31.7,60.23,128.97,8.64,16.1,0.5,0.14373562,6,2.207469721118848
12-06-2024,28.951557,77.227684,2.1284544e-05,28.9432,77.2145,Sardar Patel Inter College  Baghpat - UPPCB ,Baghpat,49.36,52.23,250.65,5.85,57.44,1.41,0.15161839,6,1.5842634223589895
12-06-2024,28.963356,77.674065,1.7586832e-05,28.978,77.7016,Jai Bhim Nagar  Meerut - UPPCB ,Meerut,27.41,64.58,306.66,1.29,4.43,1.13,0.13527952,6,3.136368503925345
12-06-2024,28.972973,77.711555,1.9821327e-05,28.978,77.7016,Jai Bhim Nagar  Meerut - UPPCB ,Meerut,27.41,64.58,306.66,1.29,4.43,1.13,0.054204177,6,1.118834200531453
12-06-2024,29.02198,77.69735,2.002811e-05,29.0356,77.7151,Pallavpuram Phase 2  Meerut - UPPCB ,Meerut,42.79,54.32,191.7,5.32,25.52,0.99,0.20189275,6,2.295324188436401
12-06-2024,29.031542,77.73479,2.0926589e-05,29.0356,77.7151,Pallavpuram Phase 2  Meerut - UPPCB ,Meerut,42.79,54.32,191.7,5.32,25.52,0.99,0.1160444,6,1.9699836903103487
12-06-2024,29.15426,75.71151,1.6959897e-05,29.15,75.7211,Urban Estate-II  Hisar - HSPCB ,Hisar,7.85,42.92,104.94,6.83,17.56,0.69,0.07454321,5,1.045734508315889
12-06-2024,29.328882,76.29923,1.759898e-05,29.3183,76.3163,Police Lines  Jind - HSPCB ,Jind,8.06,45.06,117.68,10.61,24.68,0.44,0.085634455,5,2.030998988821004
12-06-2024,29.40977,76.966515,3.3393928e-05,29.3976,76.9686,Sector-18  Panipat - HSPCB ,Panipat,24.99,86.08,106.08,9.04,15.05,0.5,0.058087327,6,1.3640473589412447
12-06-2024,29.518208,75.50268,1.3925394e-05,29.5263,75.5215,Huda Sector  Fatehabad - HSPCB ,Fatehabad,23.85,38.61,120.62,6.0,10.35,0.89,0.17592427,5,2.0330637976295494
12-06-2024,29.524378,75.00899,1.5501211e-05,29.534,75.0327,F-Block  Sirsa - HSPCB ,Sirsa,8.21,44.97,82.22,11.53,5.27,2.42,0.14375472,5,2.533814142273312
12-06-2024,29.531576,75.54627,1.5659805e-05,29.5263,75.5215,Huda Sector  Fatehabad - HSPCB ,Fatehabad,23.85,38.61,120.62,6.0,10.35,0.89,0.15437025,5,2.4713630296630265
12-06-2024,29.538948,75.05472,1.5346266e-05,29.534,75.0327,F-Block  Sirsa - HSPCB ,Sirsa,8.21,44.97,82.22,11.53,5.27,2.42,0.121808425,5,2.203771293851422
12-06-2024,29.958675,76.844345,2.2735847e-05,29.9551,76.8533,Sector-7  Kurukshetra - HSPCB ,Kurukshetra,8.1,73.54,151.23,2.93,1.96,0.36,0.21921018,5,0.9509209225960225
12-06-2024,30.201496,74.942726,1.8423172e-05,30.211,74.9411,Hardev Nagar  Bathinda - PPCB ,Bathinda,25.77,57.64,94.35,24.83,21.7,1.45,0.11676647,5,1.0651437059620297
12-06-2024,30.312181,76.39441,2.0367543e-05,30.3273,76.3869,Model Town  Patiala - PPCB ,Patiala,23.02,63.12,152.28,9.26,16.05,0.69,0.17462492,5,1.8250648494168176
12-06-2024,30.371048,76.804405,3.0068806e-05,30.3789,76.785,Patti Mehar  Ambala - HSPCB ,Ambala,10.96,50.32,106.88,4.97,0.84,9.29,0.20903343,6,2.0583527991865886
12-06-2024,30.654356,76.28922,2.5384872e-05,30.6573,76.2912,RIMT University  Mandi Gobindgarh - PPCB ,Gobindgarh,18.85,111.4,222.79,6.64,31.93,1.17,0.13649069,5,0.3775442675220456
12-06-2024,30.69202,76.23385,2.3974284e-05,30.6986,76.2132,Kalal Majra  Khanna - PPCB ,Khanna,23.85,56.03,159.94,13.27,10.52,0.73,0.18840393,5,2.108610872522685
12-06-2024,30.695621,76.8324,2.0954234e-05,30.6875,76.8454,Sector-6  Panchkula - HSPCB  ,Panchkula,7.97,72.21,,6.24,3.11,0.34,0.13521631,5,1.536861837808234
12-06-2024,30.72391,76.739716,1.4901679e-05,30.7175,76.764,Sector-25  Chandigarh - CPCC ,Chandigarh,21.61,69.74,152.48,3.67,10.35,0.58,0.14692909,6,2.432095919385538
12-06-2024,30.734257,76.778694,1.5958993e-05,30.7282,76.805,Sector 22  Chandigarh - CPCC ,Chandigarh,44.84,46.83,127.95,4.95,19.97,0.8,0.18012106,6,2.607310358232256
12-06-2024,30.89237,75.81521,1.6672608e-05,30.9009,75.8076,Punjab Agricultural University  Ludhiana - PPCB ,Ludhiana,18.46,63.47,132.46,12.62,14.35,1.07,0.069523394,5,1.193192991637908
12-06-2024,31.62863,74.87471,3.4565022e-05,31.62,74.8765,Golden Temple  Amritsar - PPCB ,Amritsar,42.69,67.91,110.33,23.85,11.47,0.74,0.028699083,5,0.9718502634727798
13-06-2024,8.518076,76.93466,2.6120882e-05,8.5241,76.9366,Plammoodu  Thiruvananthapuram - Kerala PCB ,Thiruvananthapuram,7.18,5.0,31.23,7.48,8.79,0.46,0.14632004,6,0.6996467197810532
13-06-2024,8.760063,78.14422,2.2398679e-05,8.768,78.132,Meelavittan  Thoothukudi - TNPCB ,Thoothukudi,27.42,,43.15,6.57,7.32,1.07,0.21897547,6,1.6057377252262672
13-06-2024,10.090681,76.34187,1.6254795e-05,10.0885,76.3593,Udyogamandal  Eloor - Kerala PCB ,Eloor,4.06,15.25,48.19,2.12,11.83,0.66,0.19370125,6,1.9256585472877088
13-06-2024,10.523724,76.22268,1.3135389e-05,10.526,76.2141,Corporation Ground  Thrissur - Kerala PCB ,Thrissur,6.01,28.73,64.69,2.78,0.5,0.37,0.22021367,6,0.9723139781087377
13-06-2024,10.988391,77.05115,1.7349674e-05,10.9906,77.0321,PSG College of Arts and Science  Coimbatore - TNPCB ,Coimbatore,1.33,13.66,,3.01,33.21,0.14,0.13209568,6,2.096291171153545
13-06-2024,11.559048,78.01253,1.8844876e-05,11.5674,78.0366,Sona College of Technology  Salem - TNPCB ,Salem,4.51,11.4,37.13,6.64,65.72,0.74,0.19397433,5,2.7832463440203146
13-06-2024,11.930565,79.82475,2.2680539e-05,11.9416,79.8005,Jawahar Nagar  Puducherry - PPCC ,Puducherry,12.26,17.81,46.36,2.4,8.57,0.5,-0.07288258,6,2.909933102680572
13-06-2024,12.914415,77.63831,1.2256369e-05,12.9172,77.623,Silk Board  Bengaluru - KSPCB ,Bengaluru,20.93,15.58,62.88,1.25,10.2,0.43,0.114181094,6,1.689785892155748
13-06-2024,12.914797,77.51203,1.0376263e-05,12.9246,77.5008,RVCE-Mailasandra  Bengaluru - KSPCB ,Bengaluru,13.43,9.6,,5.32,7.14,0.81,0.16715328,5,1.63135402492919
13-06-2024,12.961797,80.244286,3.0284333e-05,12.9661,80.2335,Perungudi  Chennai - TNPCB ,Chennai,7.12,9.07,38.63,5.82,2.19,0.38,0.11867742,6,1.2634014482144962
13-06-2024,13.008986,76.09956,9.8357505e-06,13.0041,76.102,B.Katihalli  Hassan - KSPCB ,Hassan,9.24,16.81,85.34,125.79,1.21,0.08,0.24038917,5,0.6018706574376512
13-06-2024,13.0887165,80.292274,2.6164327e-05,13.0841,80.2866,Royapuram  Chennai - TNPCB ,Chennai,36.47,18.58,68.86,16.65,4.67,1.01,0.05609132,6,0.7996710283709284
13-06-2024,13.108095,80.20519,2.230872e-05,13.1058,80.2217,Kodungaiyur  Chennai - TNPCB ,Chennai,17.62,10.32,43.62,4.26,2.9,0.68,0.12536982,6,1.8082274147458783
13-06-2024,13.322,80.06491,1.892199e-05,13.3283,80.0754,Anthoni Pillai Nagar  Gummidipoondi - TNPCB ,Gummidipoondi,14.1,44.14,74.47,2.31,27.0,,0.14828713,5,1.3332063189584902
13-06-2024,13.326322,74.75266,8.85654e-06,13.34,74.7437,Brahmagiri  Udupi - KSPCB ,Udupi,21.57,8.63,23.01,35.29,14.8,1.05,0.2565192,5,1.7978273575850776
13-06-2024,13.682953,79.35249,1.6929396e-05,13.6969,79.3603,Tirumala  Tirupati - APPCB ,Tirupati,13.62,8.04,21.82,16.69,5.25,0.76,0.28023466,6,1.7592017235973887
13-06-2024,13.923753,75.589615,7.2535213e-06,13.9343,75.5781,Vinoba Nagara  Shivamogga - KSPCB ,Shivamogga,20.52,20.34,47.33,5.42,4.41,0.47,0.30506912,5,1.705925333346796
13-06-2024,14.447387,75.91515,1.127678e-05,14.4619,75.928,Devaraj Urs Badavane  Davanagere - KSPCB ,Davanagere,8.39,10.32,18.43,14.31,4.64,0.41,0.113885924,5,2.120850071746384
13-06-2024,14.694739,77.61784,1.2397696e-05,14.6819,77.6006,Gulzarpet  Anantapur - APPCB ,Anantapur,10.01,23.22,61.59,9.98,3.66,0.5,0.1255344,5,2.337918182308872
13-06-2024,16.510283,80.625885,3.9019505e-05,16.5189,80.6276,HB Colony  Vijayawada - APPCB ,Vijayawada,12.42,29.36,59.5,7.77,4.73,0.7,0.116050355,6,0.9710091646795488
13-06-2024,16.72217,77.14297,8.97677e-06,16.7115,77.1344,Collector Office  Yadgir - KSPCB ,Yadgir,7.41,5.1,23.34,1.61,17.95,0.29,0.18658406,4,1.4931845742321177
13-06-2024,16.72337,74.2138,7.6022916e-06,16.7114,74.226,Sinchan Bhavan  Kolhapur - MPCB ,Kolhapur,3.65,18.07,24.99,5.46,1.22,0.22,0.08499129,6,1.856748763343156
13-06-2024,16.814934,75.724915,1.1226277e-05,16.829,75.7158,Ibrahimpur  Vijayapura - KSPCB ,Vijayapura,14.93,18.08,42.29,5.05,,,0.086540334,5,1.8349440709234008
13-06-2024,17.376024,78.30887,1.3234413e-05,17.3692,78.3176,Kokapet  Hyderabad - TSPCB ,Hyderabad,10.14,31.07,85.97,5.62,9.68,0.42,0.19967788,5,1.196297250939833
13-06-2024,17.429214,78.5704,1.9162018e-05,17.4412,78.5542,Central University  Hyderabad - TSPCB ,Hyderabad,21.44,12.1,33.4,10.22,5.98,0.38,0.15795206,6,2.172943225650771
13-06-2024,17.477787,78.556206,1.2763368e-05,17.483,78.5642,Nacharam_TSIIC IALA  Hyderabad - TSPCB ,Hyderabad,14.66,31.89,62.63,8.85,9.19,0.64,0.11001313,6,1.0265241037437036
13-06-2024,17.521528,78.26629,1.0427174e-05,17.5372,78.2761,ICRISAT Patancheru  Hyderabad - TSPCB ,Hyderabad,8.73,14.79,36.88,5.08,7.47,0.64,0.21237499,5,2.023245499071294
13-06-2024,17.590006,78.43241,1.178996e-05,17.593,78.4576,Bollaram Industrial Area  Hyderabad - TSPCB ,Hyderabad,23.73,22.32,56.62,5.15,15.61,0.17,0.21064617,6,2.694275949994943
13-06-2024,17.692974,83.21463,3.4433644e-05,17.6869,83.2189,GVM Corporation  Visakhapatnam - APPCB ,Visakhapatnam,51.34,35.92,134.53,13.59,7.25,0.72,0.24701051,6,0.8106349848468689
13-06-2024,18.516327,73.904976,1.3865962e-05,18.5121,73.926,Hadapsar  Pune - IITM ,Pune,22.72,28.83,42.52,18.81,,0.88,0.12064013,6,2.268770578923966
13-06-2024,18.516415,73.82251,8.675832e-06,18.5185,73.8275,Bhumkar Nagar  Pune - IITM ,Pune,30.38,4.99,21.66,9.79,,0.95,0.10111918,6,0.575227549135925
13-06-2024,18.517672,73.90165,1.1612405e-05,18.5121,73.926,Hadapsar  Pune - IITM ,Pune,22.72,28.83,42.52,18.81,,0.88,0.12064013,6,2.644132332462872
13-06-2024,18.661905,73.7973,8.563739e-06,18.6486,73.8121,Gavalinagar  Pimpri Chinchwad - MPCB ,Pimpri-Chinchwad,25.95,11.92,30.25,8.93,0.64,0.18,0.17288275,6,2.1464265542116414
13-06-2024,18.671682,73.76437,1.0817668e-05,18.6697,73.7786,Transport Nagar-Nigdi  Pune - IITM ,Pune,19.12,10.58,20.26,2.77,,0.37,0.12692764,6,1.5171733540585586
13-06-2024,18.986036,72.85668,1.7991211e-05,18.9731,72.8391,Byculla  Mumbai - BMC ,Mumbai,14.45,4.06,18.09,19.27,0.99,0.26,-0.115601696,6,2.3404114553022777
13-06-2024,19.034698,72.8481,1.1117254e-05,19.0404,72.8589,Sion  Mumbai - MPCB ,Mumbai,32.5,13.04,43.26,57.0,20.41,0.99,0.0934313,6,1.3003506911095437
13-06-2024,19.036081,72.91718,1.541871e-05,19.0302,72.907,Deonar  Mumbai - IITM ,Mumbai,6.43,15.18,39.89,18.6,18.5,,0.19026001,6,1.2538874834830922
13-06-2024,19.084705,72.9087,1.153913e-05,19.0703,72.9,Kurla  Mumbai - MPCB ,Mumbai,8.14,9.24,89.26,8.68,25.5,0.16,0.19344021,6,1.838718616433592
13-06-2024,19.088705,73.120636,1.384729e-05,19.0844,73.1183,Tondare-Taloja  Navi Mumbai - MPCB ,Navi Mumbai,13.63,22.21,73.67,17.06,3.54,0.35,0.092128366,6,0.5362081471741029
13-06-2024,19.133326,72.90028,1.1481698e-05,19.1261,72.9197,Powai  Mumbai - MPCB ,Mumbai,13.37,10.37,40.42,16.31,11.43,0.84,0.095290385,6,2.194170631875589
13-06-2024,19.134668,72.97018,1.09404e-05,19.1422,72.9467,Mahape  Navi Mumbai - MPCB ,Navi Mumbai,33.83,15.21,54.44,22.52,11.76,0.35,0.071399815,6,2.607113809644765
13-06-2024,19.183302,72.96168,1.1822921e-05,19.1811,72.9457,Khindipada-Bhandup West  Mumbai - IITM ,Mumbai,4.93,8.8,21.68,4.17,2.08,1.03,0.08856846,6,1.6983094744215237
13-06-2024,19.231936,72.95311,1.2761984e-05,19.226,72.9733,Upvan Fort  Thane - MPCB ,Thane,16.18,11.6,34.54,6.63,3.81,0.52,0.12605426,6,2.2222857312226894
13-06-2024,19.23578,73.16761,2.5658746e-05,19.2285,73.1419,Sidhi Vinayak Nagar  Ulhasnagar - MPCB ,Ulhasnagar,23.46,23.16,45.17,3.14,7.37,0.72,0.18815145,6,2.8208400856066698
13-06-2024,19.279194,72.87469,1.0725181e-05,19.2905,72.851,Borivali East  Mumbai - IITM ,Mumbai,34.91,10.69,32.43,9.97,,1.59,0.13573897,6,2.786910806866997
13-06-2024,19.859024,75.42579,1.6071006e-05,19.8667,75.4436,MIDC Chilkalthana  Aurangabad - MPCB ,Aurangabad,8.69,35.26,63.22,2.1,2.24,0.59,0.14695676,6,2.049804340559833
13-06-2024,19.91133,72.76505,1.7637893e-05,19.9062,72.746,Khaira  Boisar - MPCB ,Boisar,13.1,38.97,70.75,12.86,14.92,0.36,0.1721262,5,2.0739428685025665
13-06-2024,19.947206,79.29638,3.306558e-05,19.9446,79.2976,MIDC Khutala  Chandrapur - MPCB ,Chandrapur,26.4,35.16,58.73,17.44,16.51,0.51,0.113790475,5,0.3154983014833936
13-06-2024,20.022512,73.80959,1.1845691e-05,20.0112,73.7981,Gangapur Road  Nashik - MPCB ,Nashik,17.33,21.91,49.3,4.03,9.04,0.68,0.10097123,6,1.735993764277904
13-06-2024,20.558998,74.52832,1.1263323e-05,20.5566,74.5282,Mahesh Nagar  Malegaon - MPCB ,Malegaon,22.82,30.52,72.92,1.47,5.52,0.34,0.04853021,5,0.2657804835296239
13-06-2024,20.707012,77.00787,1.4410653e-05,20.7049,77.0201,Ramdaspeth  Akola - MPCB ,Akola,11.89,24.14,73.63,9.5,18.46,0.64,0.13701212,5,1.2953113166554693
13-06-2024,20.924046,77.792816,1.6172291e-05,20.9274,77.7739,Shri Shivaji Science College  Amaravati - MPCB ,Amravati,9.18,23.47,56.71,1.64,2.55,0.4,0.20246519,5,2.002408870914233
13-06-2024,21.019129,75.564354,1.0700211e-05,21.0044,75.5645,Prabhat Colony  Jalgaon - MPCB ,Jalgaon,11.82,28.11,68.46,1.23,5.53,0.61,0.08034745,5,1.6308239858162452
13-06-2024,21.24686,81.68023,2.1052221e-05,21.2455,81.6765,AIIMS  Raipur - CECB ,Raipur,10.32,22.79,55.79,4.1,3.19,0.56,0.13339375,6,0.415421366217281
13-06-2024,21.262129,81.725876,2.3976303e-05,21.2673,81.7348,Siltara Phase-II  Raipur - CECB ,Raipur,23.83,59.39,131.17,6.97,23.14,0.82,0.12168718,6,1.088860743378712
13-06-2024,22.105396,82.52277,2.3346629e-05,22.0972,82.5121,OP Jindal School  Kunjemura - CECB ,Kunjemura,34.16,37.18,95.45,4.22,4.34,0.64,0.100438625,5,1.4268532986523386
13-06-2024,22.178043,82.41365,2.3717028e-05,22.1634,82.4051,Nawapara SECL Colony  Chhal - CECB ,Chhal,26.56,38.89,61.41,4.04,23.69,0.77,0.113794245,5,1.8457380473201697
13-06-2024,22.299389,73.19156,1.1229641e-05,22.3031,73.1691,GIDC  Nandesari - Nandesari Ind. Association ,Gandhinagar,6.49,63.68,143.67,,8.66,0.0,0.14918816,6,2.350537445863381
13-06-2024,22.326557,82.55014,3.0287869e-05,22.3375,82.5528,Urja Nagar  Korba - CECB ,Korba,33.79,46.69,64.63,9.21,7.02,0.56,0.0025201612,5,1.2423697062360075
13-06-2024,22.594429,75.64285,1.1375937e-05,22.5954,75.6535,Sector-2 Industrial Area  Pithampur - MPPCB ,Pithampur,10.59,26.93,76.18,1.81,9.76,0.83,0.16037725,5,1.100362269224945
